candidate_name,source,locator,region,entity_type_candidate,duplicate_check,decision,decision_reason,reviewed_by
猫又の話,https://www.library.pref.kagawa.lg.jp/know/local/local_3004-4,第二部第113話 pp.194–196,香川県,folklore_being,既存一般猫又と区別する固有情報が弱い,defer,一話の無名猫を独立個体にする根拠不足,Codex
お遍路さんと化物,https://www.library.pref.kagawa.lg.jp/know/local/local_3004-2,第一部第20話 pp.47–49,香川県,folklore_being,既存名に一致なし,reject,化物と見えた対象の正体が怪異個体ではない,Codex
なまやけの弥兵エ,https://www.pref.chiba.lg.jp/kkbunka/b-shigen/08minwa/inzai05.html,内容 弥兵エとむじなの顛末,千葉県,historical_person_in_supernatural_tradition,弥兵エは物語内の人間,reject,題名の人物は怪異ではなく無名むじなは粒度不足,Codex
頼政塚とじごくそば,https://www.pref.chiba.lg.jp/kkbunka/b-shigen/08minwa/inzai03.html,内容 首塚と植物の段落,千葉県,supernatural_phenomenon,頼政本人はこの資料で怪異化しない,reject,地名・由来譚から怪異entityを一意に切れない,Codex
山王のおさん,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100007?f=1,個別レコード0800100007 原文 p.7,茨城県,named_supernatural_entity,他県の名付きおさん狐とは同一視しない,admit,三匹のうち山王のおさんを固有名で示す,Codex
笠間稲荷の紋三郎狐,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100036?f=1,個別レコード0800100036 原文 p.36,茨城県,named_supernatural_entity,静神社の紋三郎との同一性は未確認,admit,笠間稲荷に結び付く紋三郎の行動を個別本文で確認,Codex
華蔵院の猫,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100020?f=1,個別レコード0800100020 原文 p.20,茨城県,folklore_being,他寺の猫怪異と同一視しない,admit,華蔵院の猫として場所と行動を限定できる,Codex
女化の原の白狐,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100016?f=1,個別レコード0800100016 原文 p.16,茨城県,folklore_being,葛の葉など他の狐女房と同一視しない,admit,女化の原に結び付く個別の狐女房譚,Codex
笠間城の大蛇,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100068?f=1,個別レコード0800100068 原文 p.68,茨城県,folklore_being,一般大蛇や他の城の大蛇と分離,admit,城中の噂と後の骨の解釈を資料内の語りとして限定,Codex
龍神山の女竜,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100138?f=1,個別レコード0800100138 原文 p.138,茨城県,folklore_being,同じ山の男竜とは分離,admit,染谷に住む女竜の姿と役割を本文で確認,Codex
常光寺沼の竜,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100169?f=1,個別レコード0800100169 原文 p.169,茨城県,folklore_being,彫刻作者伝説の事実性は主張しない,admit,山門の竜と沼の異変を結ぶ村の噂を確認,Codex
佐野子の河童,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100195?f=1,個別レコード0800100195 原文 p.195,茨城県,folklore_being,他地域の河童と同一視しない,admit,桜川と満蔵寺を伴う一件の河童譚,Codex
十の字むじな,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100221?f=1,個別レコード0800100221 原文 p.221,茨城県,named_supernatural_entity,無名むじなとは分離,admit,外見からの固有の呼称と寺での行動を確認,Codex
おこん狐,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100028?f=1,個別レコード0800100028 原文 p.28,茨城県,named_supernatural_entity,同名の狐や実在人物と同一視しない,admit,題名の狐名と本文のおこんの名乗りを分けて要約,Codex
静神社の四匹の狐,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100012?f=1,個別レコード0800100012 原文 p.12,茨城県,named_supernatural_entity,笠間稲荷の紋三郎との関係未確認,defer,四匹の集団と個体の粒度および同名別系統を要検討,Codex
巴川の河童,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100166?f=1,個別レコード0800100166 原文 p.166,茨城県,folklore_being,他地域の河童と分離,defer,親子三匹を一entityにする根拠が不足,Codex
武田池の狐,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100207?f=1,個別レコード0800100207 原文 p.207,茨城県,folklore_being,才三郎狐とおまん狐との関係未確認,defer,複数個体と異説が混在しidentity確定を要する,Codex
大照院の龍,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100210?f=1,個別レコード0800100210 原文 p.210,茨城県,folklore_being,一般龍・彫刻龍とは同一視しない,defer,画中の二頭を一entityにするか不明,Codex
中谷原の送り狼,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100208?f=1,個別レコード0800100208 原文 p.208,茨城県,folklore_being,既存の送り狼類型とは分離を保留,defer,語り内の狼が独立した怪異個体か判断できない,Codex
七ッ滝の大蛇,https://www.bunkajoho.pref.ibaraki.jp/minwa/minwa/no-0800100044?f=1,個別レコード0800100044 原文 p.44,茨城県,folklore_being,同名の大蛇とは未比較,reject,題名と異なり本文の中心が大あわびで大蛇entityを切れない,Codex
国分薬師の白椿の精,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi1/1000720.html,本文 白椿と茶店の娘および針の場面,神奈川県,named_supernatural_entity,既存の植物精・白椿の記録に一致なし,admit,国分薬師の一本の椿と娘姿が個別の話で結び付く,Codex
大谷観音堂ののぞき小僧,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi1/1000724.html,本文 小僧の姿と建物撤去の段落,神奈川県,folklore_being,一般の小僧妖怪と場所を限定し同一視しない,admit,観音堂の天井に現れる個別の伝承,Codex
下大谷観音堂の水飲み竜,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi1/1000722.html,本文 竜彫刻と池および彫刻師の処置,神奈川県,folklore_being,常光寺沼など他寺の竜彫刻と分離,admit,下大谷観音堂の彫刻に限定された話,Codex
有鹿姫,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi6/1000817.html,本文 入水・大蛇化・命名,神奈川県,named_supernatural_entity,実在人物と認定せず物語の姫を索引,admit,固有名と変身の内容を確認できる,Codex
大塚っ原の雪女郎,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi5/1000796.html,本文 大塚屋の一夜と寝床の段落,神奈川県,folklore_being,他地域の雪女や同市別話の雪女郎とは同一視しない,admit,大塚宿に限定した反復出現の語り,Codex
社家三島社の大蛇,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi2/1000735.html,本文 神木・失踪・村人の推測,神奈川県,folklore_being,他の神木大蛇と分離し事件の事実性を主張しない,admit,社家三島社の神木に限定された大蛇譚,Codex
能恵姫,https://common3.pref.akita.lg.jp/genkimura/archive/contents-788,本文 岩窟での姫の言葉と白蛇の正体,秋田県,named_supernatural_entity,史実の姫と断定しない,admit,名前と竜神に仕える役割を独立した話として確認,Codex
三崎山の手長足長,https://common3.pref.akita.lg.jp/genkimura/archive/contents-536,本文 冒頭と慈覚大師の段落,秋田県,named_supernatural_entity,一般の手長足長伝承と同一視しない,admit,三崎山に限定した怪物の名前と行動を確認,Codex
不聞どうろく神,https://www.town.nagawa.nagano.jp/material/files/group/3/kikazudourokujin.pdf,PDF pp.1–4 道祖神信仰と呼称の説明,長野県,named_supernatural_entity,一般道祖神と同一視せず長久保宿に限定,admit,神格の固有呼称と信仰内容をPDF本文で確認,Codex
天垂れのねずみ観音,https://adeac.jp/kaminokawa-lib/top/minwa/minwa1-1.html,ねずみ観音 テキスト形式シーン1–11,栃木県,named_supernatural_entity,一般馬頭観音や他のねずみ観音と分離,admit,ねずみ観音と呼ぶに至る個別の語り,Codex
なんじゃもんじゃの雪女郎,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi5/1000797.html,本文 木の洞での遭遇,神奈川県,folklore_being,大塚っ原の雪女郎との同一性未確認,defer,近隣の別話を同一個体とも別個体ともまだ断定しない,Codex
海源寺のタヌキ,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi2/1000739.html,本文 寺での化け姿と子狸・見送りの段落,神奈川県,folklore_being,複数個体の可能性あり,defer,寺の狸を単一entityとして切る根拠不足,Codex
新玉の池の大蛇,https://common3.pref.akita.lg.jp/genkimura/archive/contents-409/,本文 池の移住説とお玉の変身説,秋田県,folklore_being,二つの異なる由来譚を同一個体としない,defer,二系統の関係とentity粒度が未確定,Codex
褌をしめた狐,https://www.city.ebina.kanagawa.jp/shisei/profile/tankyusha/minwa/mukashi6/1000810.html,本文 女行商人の正体の結末,神奈川県,folklore_being,無名の変化狐で他話との差異未確認,defer,独立entityとする安定した名前・個体情報が弱い,Codex
鹿沼のぼうず狐,https://www.lib-kanuma.jp/archive/29,ページ紹介文と動画,栃木県,folklore_being,かみそり狐類型との関係未確認,defer,紹介文だけでは本文中の行動とentity粒度を確認できない,Codex
狐にばかされた与太郎,https://www.pref.chiba.lg.jp/kkbunka/b-shigen/08minwa/ootaki42.html,内容 与太郎が狐と考える結末,千葉県,folklore_being,題名の与太郎は人間,reject,無名狐の独立個体を本文から特定できない,Codex
